etf,year_value,year_name,percentile,return
1x,30,30yr,97,27.43820001889932
1x,30,30yr,98,31.065044925559043
1x,30,30yr,99,36.98312756643222
1x,30,30yr,100,102.72369896285716
2x,1,1yr,0,-0.6154036049748557
2x,1,1yr,1,-0.37695885433618936
2x,1,1yr,2,-0.3363086677800081
2x,1,1yr,3,-0.30811781346081135
2x,1,1yr,4,-0.285468401337335
2x,1,1yr,5,-0.2661579264498336
2x,1,1yr,6,-0.24938487247293772
2x,1,1yr,7,-0.23439253518794523
2x,1,1yr,8,-0.22140649282467195
2x,1,1yr,9,-0.20960381211648504
2x,1,1yr,10,-0.1981920571124678
2x,1,1yr,11,-0.18763184784743125
2x,1,1yr,12,-0.1771976144691949
2x,1,1yr,13,-0.1683635159345741
2x,1,1yr,14,-0.15891813505303198
2x,1,1yr,15,-0.14988121982443015
2x,1,1yr,16,-0.14134787503402924
2x,1,1yr,17,-0.13313075224415039
2x,1,1yr,18,-0.12525598447197095
2x,1,1yr,19,-0.1173471087973802
2x,1,1yr,20,-0.1093125029893155
2x,1,1yr,21,-0.10185764880997872
2x,1,1yr,22,-0.09485191851631192
2x,1,1yr,23,-0.08743160299098174
2x,1,1yr,24,-0.08045676472299479
2x,1,1yr,25,-0.07326699910312118
2x,1,1yr,26,-0.06641718656815254
2x,1,1yr,27,-0.05939688148443767
2x,1,1yr,28,-0.05252005537137938
2x,1,1yr,29,-0.04592899709415599
2x,1,1yr,30,-0.03937935399865844
2x,1,1yr,31,-0.0324061063995803
2x,1,1yr,32,-0.02568800303103147
2x,1,1yr,33,-0.018824756378850283
2x,1,1yr,34,-0.012788180736324262
2x,1,1yr,35,-0.00656200814994401
2x,1,1yr,36,1.879534263315996e-05
2x,1,1yr,37,0.006594999325481243
2x,1,1yr,38,0.012767304250209
2x,1,1yr,39,0.019279864193503915
2x,1,1yr,40,0.025409232486761857
2x,1,1yr,41,0.03145687558281485
2x,1,1yr,42,0.037877709154358064
2x,1,1yr,43,0.04439219479565293
2x,1,1yr,44,0.051370690886243686
2x,1,1yr,45,0.057756462890771854
2x,1,1yr,46,0.06387077941765629
2x,1,1yr,47,0.07028565549206767
2x,1,1yr,48,0.07679821110157303
2x,1,1yr,49,0.08318294286301442
2x,1,1yr,50,0.08931321323379393
2x,1,1yr,51,0.09604457669527022
2x,1,1yr,52,0.1025270499282227
2x,1,1yr,53,0.10916860937146677
2x,1,1yr,54,0.11590917947127921
2x,1,1yr,55,0.12279092460647956
2x,1,1yr,56,0.1293157470858246
2x,1,1yr,57,0.13638087697538714
2x,1,1yr,58,0.14349518165969788
2x,1,1yr,59,0.1503055469416168
2x,1,1yr,60,0.1568872755022246
2x,1,1yr,61,0.16427263953368354
2x,1,1yr,62,0.17151303039592647
2x,1,1yr,63,0.1793313771857572
2x,1,1yr,64,0.18674647460978222
2x,1,1yr,65,0.19438219064070617
2x,1,1yr,66,0.20225278020983395
2x,1,1yr,67,0.21027380299302756
2x,1,1yr,68,0.21779242296804857
2x,1,1yr,69,0.22621887740008662
2x,1,1yr,70,0.23479542239305462
2x,1,1yr,71,0.24322732474468634
2x,1,1yr,72,0.251782162223263
2x,1,1yr,73,0.2613656105924709
2x,1,1yr,74,0.27111692147813926
2x,1,1yr,75,0.28041788280008895
2x,1,1yr,76,0.2904755005529709
2x,1,1yr,77,0.30117878504840934
2x,1,1yr,78,0.3117994646625748
2x,1,1yr,79,0.32240594659315036
2x,1,1yr,80,0.3336191380486162
2x,1,1yr,81,0.34543502008162896
2x,1,1yr,82,0.3578825401976906
2x,1,1yr,83,0.3707106994302505
2x,1,1yr,84,0.38401938132035385
2x,1,1yr,85,0.39808269420802667
2x,1,1yr,86,0.4132252852944185
2x,1,1yr,87,0.4291798218979448
2x,1,1yr,88,0.4465455840655339
2x,1,1yr,89,0.4653520043856314
2x,1,1yr,90,0.48480610072031527
2x,1,1yr,91,0.5054136954700701
2x,1,1yr,92,0.5276053614112253
2x,1,1yr,93,0.5546905258955273
2x,1,1yr,94,0.5852745902980705
2x,1,1yr,95,0.620462088592493
2x,1,1yr,96,0.6629957037600838
2x,1,1yr,97,0.7142681751108968
2x,1,1yr,98,0.7885924458817302
2x,1,1yr,99,0.9144457191613145
2x,1,1yr,100,2.025459187142383
2x,3,3yr,0,-0.8073995299508172
2x,3,3yr,1,-0.5059619194781595
2x,3,3yr,2,-0.447681628825494
2x,3,3yr,3,-0.40661575141193884
2x,3,3yr,4,-0.374235026279114
2x,3,3yr,5,-0.34774157423954133
2x,3,3yr,6,-0.32319573968957915
2x,3,3yr,7,-0.2992966050189515
2x,3,3yr,8,-0.27920496150284346
2x,3,3yr,9,-0.25949689635271955
2x,3,3yr,10,-0.24079427031983724
2x,3,3yr,11,-0.22390165331584333
2x,3,3yr,12,-0.20656636240096615
2x,3,3yr,13,-0.1904554242067561
2x,3,3yr,14,-0.17481588236257306
2x,3,3yr,15,-0.159619620104963
2x,3,3yr,16,-0.14474607411359763
2x,3,3yr,17,-0.13030059939334326
2x,3,3yr,18,-0.11511892532172407
2x,3,3yr,19,-0.10154807862386139
2x,3,3yr,20,-0.08811229926760455
2x,3,3yr,21,-0.07449317818241208
2x,3,3yr,22,-0.06100798805061114
2x,3,3yr,23,-0.048006940090485006
2x,3,3yr,24,-0.03582148256000828
2x,3,3yr,25,-0.022713287691797035
2x,3,3yr,26,-0.009350730087913761
2x,3,3yr,27,0.0033592320379862706
2x,3,3yr,28,0.016250082496222618
2x,3,3yr,29,0.02907205364015142
2x,3,3yr,30,0.042213962446329356
2x,3,3yr,31,0.05434591999154059
2x,3,3yr,32,0.06631875651461483
2x,3,3yr,33,0.07874427743144752
2x,3,3yr,34,0.09121278582929837
2x,3,3yr,35,0.1034780611693582
2x,3,3yr,36,0.115715175915724
2x,3,3yr,37,0.12810496652027958
2x,3,3yr,38,0.14032447146056626
2x,3,3yr,39,0.15271606348286237
2x,3,3yr,40,0.16538386569058927
2x,3,3yr,41,0.17725560614528701
2x,3,3yr,42,0.18990420317955148
2x,3,3yr,43,0.20297954773637383
2x,3,3yr,44,0.2150972214296858
2x,3,3yr,45,0.22793332666582544
2x,3,3yr,46,0.24102202642285842
2x,3,3yr,47,0.2543442483095997
2x,3,3yr,48,0.2667053717661376
2x,3,3yr,49,0.2795315998035597
2x,3,3yr,50,0.2929776605831447
2x,3,3yr,51,0.30698191224814786
2x,3,3yr,52,0.32052372419894404
2x,3,3yr,53,0.3346505461727045
2x,3,3yr,54,0.34937444545866136
2x,3,3yr,55,0.3631620424143651
2x,3,3yr,56,0.37782206837462584
2x,3,3yr,57,0.39301974277928653
2x,3,3yr,58,0.4083084798439198
2x,3,3yr,59,0.4235010783930544
2x,3,3yr,60,0.43892183859543166
2x,3,3yr,61,0.45413393913141165
2x,3,3yr,62,0.46960589192551616
2x,3,3yr,63,0.4856097256905705
2x,3,3yr,64,0.5020080606125148
2x,3,3yr,65,0.5204559979440999
2x,3,3yr,66,0.5380732948146913
2x,3,3yr,67,0.5549886202612053
2x,3,3yr,68,0.5733315090102922
2x,3,3yr,69,0.5917896314013011
2x,3,3yr,70,0.6111458016805023
2x,3,3yr,71,0.6314700807655156
2x,3,3yr,72,0.651386146848242
2x,3,3yr,73,0.6721710552875773
2x,3,3yr,74,0.6944782500296596
2x,3,3yr,75,0.716527558600071
2x,3,3yr,76,0.7387671456818501
2x,3,3yr,77,0.7616320322486783
2x,3,3yr,78,0.785216726385471
2x,3,3yr,79,0.809439773871957
2x,3,3yr,80,0.8380087102751193
2x,3,3yr,81,0.8656679494994297
2x,3,3yr,82,0.8945225104004766
2x,3,3yr,83,0.927270567676417
2x,3,3yr,84,0.9563236224885772
2x,3,3yr,85,0.9898383437737042
2x,3,3yr,86,1.0264695797914527
2x,3,3yr,87,1.0662048947444807
2x,3,3yr,88,1.1094877660107367
2x,3,3yr,89,1.1546766856702364
2x,3,3yr,90,1.2044058948270484
2x,3,3yr,91,1.2594499517146525
2x,3,3yr,92,1.3221766213262938
2x,3,3yr,93,1.3873105487258242
2x,3,3yr,94,1.4672236201226712
2x,3,3yr,95,1.5584821228814651
2x,3,3yr,96,1.6706321720508486
2x,3,3yr,97,1.8241927040516401
2x,3,3yr,98,2.0493131106608184
2x,3,3yr,99,2.411831130808585
2x,3,3yr,100,9.402134218490803
2x,5,5yr,0,-0.8753455667100967
2x,5,5yr,1,-0.5552705545606799
2x,5,5yr,2,-0.48859852492751654
2x,5,5yr,3,-0.43874742293221924
2x,5,5yr,4,-0.39940910846975064
2x,5,5yr,5,-0.3631849773987914
2x,5,5yr,6,-0.3326026430891158
2x,5,5yr,7,-0.30274712582506913
2x,5,5yr,8,-0.2766541325394196
2x,5,5yr,9,-0.2509261744752884
2x,5,5yr,10,-0.22789424386297852
2x,5,5yr,11,-0.20506173996008692
2x,5,5yr,12,-0.1829946391877164
2x,5,5yr,13,-0.16200165712975567
2x,5,5yr,14,-0.1394369576875989
2x,5,5yr,15,-0.11827585728348566
2x,5,5yr,16,-0.09799270766709522
2x,5,5yr,17,-0.07780173094450138
2x,5,5yr,18,-0.05840831287983539
2x,5,5yr,19,-0.03956602374840068
2x,5,5yr,20,-0.020842646938977083
2x,5,5yr,21,-0.001966624736634892
2x,5,5yr,22,0.017637303689711725
2x,5,5yr,23,0.03602692718546674
2x,5,5yr,24,0.05417713012425329
2x,5,5yr,25,0.07191714104495861
2x,5,5yr,26,0.08862857280613468
2x,5,5yr,27,0.10657778075379132
2x,5,5yr,28,0.12487954421462977
2x,5,5yr,29,0.14295738492241084
2x,5,5yr,30,0.16133636830053089
2x,5,5yr,31,0.18006990671595013
2x,5,5yr,32,0.19783808806400072
2x,5,5yr,33,0.21517103242351543
2x,5,5yr,34,0.23371174111378545
2x,5,5yr,35,0.2509672673848782
2x,5,5yr,36,0.2685164129453539
2x,5,5yr,37,0.28604829358318895
2x,5,5yr,38,0.30456942256961805
2x,5,5yr,39,0.3229812574404942
2x,5,5yr,40,0.3420231670362943
2x,5,5yr,41,0.36179962209047023
2x,5,5yr,42,0.379936912572588
2x,5,5yr,43,0.3992699615902502
2x,5,5yr,44,0.4183518382428031
2x,5,5yr,45,0.43624513687404454
2x,5,5yr,46,0.4561629700019585
2x,5,5yr,47,0.4767056705740007
2x,5,5yr,48,0.49720372979107763
2x,5,5yr,49,0.517915148677283
2x,5,5yr,50,0.5384471984502648
2x,5,5yr,51,0.5584530241716954
2x,5,5yr,52,0.5792968028023415
2x,5,5yr,53,0.5995139476881042
2x,5,5yr,54,0.6210793860179946
2x,5,5yr,55,0.6447219870953014
2x,5,5yr,56,0.6676752628152258
2x,5,5yr,57,0.6902709008029193
2x,5,5yr,58,0.7125903215851788
2x,5,5yr,59,0.7374277664951572
2x,5,5yr,60,0.7613193295194891
2x,5,5yr,61,0.7866690212237393
2x,5,5yr,62,0.812795404374389
2x,5,5yr,63,0.8378053591087047
2x,5,5yr,64,0.8629641972649673
2x,5,5yr,65,0.8886495668639105
2x,5,5yr,66,0.9154618412047144
2x,5,5yr,67,0.945551962538445
2x,5,5yr,68,0.9739483648152447
2x,5,5yr,69,1.0036481976022333
2x,5,5yr,70,1.03461195160979
2x,5,5yr,71,1.0666187430631466
2x,5,5yr,72,1.0996980123817957
2x,5,5yr,73,1.1354157808577816
2x,5,5yr,74,1.1699303459928445
2x,5,5yr,75,1.2067728216107207
2x,5,5yr,76,1.2441988653059308
2x,5,5yr,77,1.2828388352010442
2x,5,5yr,78,1.3244412073505085
2x,5,5yr,79,1.3672126971551992
2x,5,5yr,80,1.4123799354232673
2x,5,5yr,81,1.4583244799107198
2x,5,5yr,82,1.508400682458237
2x,5,5yr,83,1.5617092453150616
2x,5,5yr,84,1.6177245425391855
2x,5,5yr,85,1.6760277278066424
2x,5,5yr,86,1.7425694511673728
2x,5,5yr,87,1.816047109478491
2x,5,5yr,88,1.8869656421557184
2x,5,5yr,89,1.965602477758074
2x,5,5yr,90,2.0535282626330393
2x,5,5yr,91,2.1519956915601535
2x,5,5yr,92,2.262668210309659
2x,5,5yr,93,2.3922261314908124
2x,5,5yr,94,2.535862724471576
2x,5,5yr,95,2.7186892492444295
2x,5,5yr,96,2.9329750122294493
2x,5,5yr,97,3.227089428192693
2x,5,5yr,98,3.6260625370689796
2x,5,5yr,99,4.345222404756424
2x,5,5yr,100,13.918427992869255
2x,10,10yr,0,-0.9333913197963749
2x,10,10yr,1,-0.5904160482212308
2x,10,10yr,2,-0.4970329132265464
2x,10,10yr,3,-0.4292236213868862
2x,10,10yr,4,-0.3713415392819972
2x,10,10yr,5,-0.3171363902041755
2x,10,10yr,6,-0.27115585454102165
2x,10,10yr,7,-0.2266706070916079
2x,10,10yr,8,-0.18488647356987598
2x,10,10yr,9,-0.143543020796435
2x,10,10yr,10,-0.10365838710961439
2x,10,10yr,11,-0.06546375045475605
2x,10,10yr,12,-0.028158369735748368
2x,10,10yr,13,0.00611275051149085
2x,10,10yr,14,0.04248285202645152
2x,10,10yr,15,0.07584047350368062
2x,10,10yr,16,0.11259310250674881
2x,10,10yr,17,0.14622674616850095
2x,10,10yr,18,0.1804684336500646
2x,10,10yr,19,0.21499885839352006
2x,10,10yr,20,0.2497845148369584
2x,10,10yr,21,0.28451051077401646
2x,10,10yr,22,0.31668046304675057
2x,10,10yr,23,0.34995493211369233
2x,10,10yr,24,0.38327661114125644
2x,10,10yr,25,0.41761501293010195
2x,10,10yr,26,0.45228919938073364
2x,10,10yr,27,0.48431182474991696
2x,10,10yr,28,0.5170611453264251
2x,10,10yr,29,0.5520289621554246
2x,10,10yr,30,0.5866765336242568
2x,10,10yr,31,0.6212453513253833
2x,10,10yr,32,0.65740248697573
2x,10,10yr,33,0.693343166419268
2x,10,10yr,34,0.7303474216095671
2x,10,10yr,35,0.7666678546569543
2x,10,10yr,36,0.8041020104810654
2x,10,10yr,37,0.8417925538558828
2x,10,10yr,38,0.8790866526007137
2x,10,10yr,39,0.9169204660392662
2x,10,10yr,40,0.9533181607810624
2x,10,10yr,41,0.9913223384335708
2x,10,10yr,42,1.030820239058476
2x,10,10yr,43,1.0696494152039677
2x,10,10yr,44,1.1083917829522458
2x,10,10yr,45,1.1518370188585192
2x,10,10yr,46,1.1925038721425198
2x,10,10yr,47,1.234380009329986
2x,10,10yr,48,1.276961206331403
2x,10,10yr,49,1.3195205171452886
2x,10,10yr,50,1.3663192457327393
2x,10,10yr,51,1.4128720488770878
2x,10,10yr,52,1.4580105800348684
2x,10,10yr,53,1.5043241767813806
2x,10,10yr,54,1.5529127671480354
2x,10,10yr,55,1.6016309568950509
2x,10,10yr,56,1.6509841431710055
2x,10,10yr,57,1.7008198581073213
2x,10,10yr,58,1.7515317487143038
2x,10,10yr,59,1.8058130234631262
2x,10,10yr,60,1.8591095755431808
2x,10,10yr,61,1.9172462338487466
2x,10,10yr,62,1.9796233507926275
2x,10,10yr,63,2.0386360156184336
2x,10,10yr,64,2.101010040694614
2x,10,10yr,65,2.162089765331359
2x,10,10yr,66,2.231805260633985
2x,10,10yr,67,2.3017721504242803
2x,10,10yr,68,2.3696097547479176
2x,10,10yr,69,2.4398690401307115
2x,10,10yr,70,2.5185191504106106
2x,10,10yr,71,2.595159913496682
2x,10,10yr,72,2.6734462046779144
2x,10,10yr,73,2.758986946726486
2x,10,10yr,74,2.847719979828476
2x,10,10yr,75,2.938518116417767
2x,10,10yr,76,3.03469830890901
2x,10,10yr,77,3.1305489936735658
2x,10,10yr,78,3.238230865328032
2x,10,10yr,79,3.3492616181449666
2x,10,10yr,80,3.4661631037769594
2x,10,10yr,81,3.586902523305243
2x,10,10yr,82,3.719306910077294
2x,10,10yr,83,3.8516457369526673
2x,10,10yr,84,3.9985433223101
2x,10,10yr,85,4.161742657154989
2x,10,10yr,86,4.343610463984303
2x,10,10yr,87,4.536076615681352
2x,10,10yr,88,4.735924938150173
2x,10,10yr,89,4.958262811928596
2x,10,10yr,90,5.208911048596629
2x,10,10yr,91,5.485717579567287
2x,10,10yr,92,5.806124011880246
2x,10,10yr,93,6.186774368855352
2x,10,10yr,94,6.632550171228942
2x,10,10yr,95,7.174498335141784
2x,10,10yr,96,7.848988978977362
2x,10,10yr,97,8.742890774031736
2x,10,10yr,98,10.128571524334264
2x,10,10yr,99,12.910546826447593
2x,10,10yr,100,48.69897425159089
2x,15,15yr,0,-0.9571864317839714
2x,15,15yr,1,-0.5837717060774741
2x,15,15yr,2,-0.4605551505229669
2x,15,15yr,3,-0.3655583757870835
2x,15,15yr,4,-0.2809403835794496
2x,15,15yr,5,-0.2121049784564274
2x,15,15yr,6,-0.14522616569020408
2x,15,15yr,7,-0.08496175611042633
2x,15,15yr,8,-0.027934693712454273
2x,15,15yr,9,0.03368280059488904
2x,15,15yr,10,0.0931458414574915
2x,15,15yr,11,0.15221100563194634
2x,15,15yr,12,0.20899194429183288
2x,15,15yr,13,0.2636137107240848
2x,15,15yr,14,0.3189826975071981
2x,15,15yr,15,0.3744134867634785
2x,15,15yr,16,0.43233877352382133
2x,15,15yr,17,0.48846929829597596
2x,15,15yr,18,0.5416292687623923
2x,15,15yr,19,0.5963239932397921
2x,15,15yr,20,0.6534896430643917
2x,15,15yr,21,0.7077542723769554
2x,15,15yr,22,0.7667212495854143
2x,15,15yr,23,0.82190920326931
2x,15,15yr,24,0.8810740598779381
2x,15,15yr,25,0.9372108892208662
2x,15,15yr,26,0.9978114867128147
2x,15,15yr,27,1.0560610871716607
2x,15,15yr,28,1.1171599269201868
2x,15,15yr,29,1.17981997781275
2x,15,15yr,30,1.2424942799913685
2x,15,15yr,31,1.3044835479992245
2x,15,15yr,32,1.3670454339210885
2x,15,15yr,33,1.4257131764941855
2x,15,15yr,34,1.4861405563375292
2x,15,15yr,35,1.5520024594428645
2x,15,15yr,36,1.6181098356414063
2x,15,15yr,37,1.6903701324895124
2x,15,15yr,38,1.7570748986284581
2x,15,15yr,39,1.8298306745528263
2x,15,15yr,40,1.8996334719846182
2x,15,15yr,41,1.967851527769561
2x,15,15yr,42,2.034030992887348
2x,15,15yr,43,2.1058715849889404
2x,15,15yr,44,2.1793404937932173
2x,15,15yr,45,2.2545027399750674
2x,15,15yr,46,2.3350807471010477
2x,15,15yr,47,2.4121952573238934
2x,15,15yr,48,2.4923676973170203
2x,15,15yr,49,2.5719264055489788
2x,15,15yr,50,2.6534234492052597
2x,15,15yr,51,2.7392711297972365
2x,15,15yr,52,2.829012630195829
2x,15,15yr,53,2.918134019751897
2x,15,15yr,54,3.012527223229241
2x,15,15yr,55,3.100982411978631
2x,15,15yr,56,3.2007219645638463
2x,15,15yr,57,3.2980396382344406
2x,15,15yr,58,3.3968308109538157
2x,15,15yr,59,3.503327209407371
2x,15,15yr,60,3.614355389854463
2x,15,15yr,61,3.717953871565906
2x,15,15yr,62,3.8367480829322753
2x,15,15yr,63,3.961061252995103
2x,15,15yr,64,4.078429938223683
2x,15,15yr,65,4.203640644491167
2x,15,15yr,66,4.330723210028241
2x,15,15yr,67,4.464594393422907
2x,15,15yr,68,4.602841286837669
2x,15,15yr,69,4.74744999692074
2x,15,15yr,70,4.8960015135131645
2x,15,15yr,71,5.060573373779386
2x,15,15yr,72,5.221383050385035
2x,15,15yr,73,5.404597190508068
2x,15,15yr,74,5.585057415567908
2x,15,15yr,75,5.793190249132579
2x,15,15yr,76,6.0001708667986575
2x,15,15yr,77,6.208406735998605
2x,15,15yr,78,6.43557888669222
2x,15,15yr,79,6.6831502627171515
2x,15,15yr,80,6.917291185440879
2x,15,15yr,81,7.179026149356627
2x,15,15yr,82,7.459704134274006
2x,15,15yr,83,7.778734643925974
2x,15,15yr,84,8.112694295812487
2x,15,15yr,85,8.474137745215206
2x,15,15yr,86,8.903722276487459
2x,15,15yr,87,9.325276285232066
2x,15,15yr,88,9.778291356087708
2x,15,15yr,89,10.31391281166899
2x,15,15yr,90,10.879070147426896
2x,15,15yr,91,11.565586719970227
2x,15,15yr,92,12.354520739367024
2x,15,15yr,93,13.318583946023821
2x,15,15yr,94,14.374856965268563
2x,15,15yr,95,15.66144498812977
2x,15,15yr,96,17.277306795391993
2x,15,15yr,97,19.755907393273255
2x,15,15yr,98,23.18443409496697
2x,15,15yr,99,30.336486568075173
2x,15,15yr,100,205.74703565335622
2x,20,20yr,0,-0.9366905639138972
2x,20,20yr,1,-0.548873846940344
2x,20,20yr,2,-0.3910642367184819
2x,20,20yr,3,-0.27483856232058745
2x,20,20yr,4,-0.16881289254289344
2x,20,20yr,5,-0.05932966760624814
2x,20,20yr,6,0.031891628142969974
2x,20,20yr,7,0.12129608803501424
2x,20,20yr,8,0.21258699959261307
2x,20,20yr,9,0.3028193217244015
2x,20,20yr,10,0.3937472712421066
2x,20,20yr,11,0.4799528148784986
2x,20,20yr,12,0.5622204717328918
2x,20,20yr,13,0.6483183980982692
2x,20,20yr,14,0.7364851260155971
2x,20,20yr,15,0.8228080061052816
2x,20,20yr,16,0.9099724428846476
2x,20,20yr,17,0.9946945672275265
2x,20,20yr,18,1.077478320397661
2x,20,20yr,19,1.1612737404994689
2x,20,20yr,20,1.2516801548419765
2x,20,20yr,21,1.341103494284749
2x,20,20yr,22,1.4360868109829683
2x,20,20yr,23,1.5248518577041628
2x,20,20yr,24,1.6165922003591895
2x,20,20yr,25,1.7081098581450953
2x,20,20yr,26,1.8039410551715251
2x,20,20yr,27,1.896592043695461
2x,20,20yr,28,1.9896164660871714
2x,20,20yr,29,2.0880551034884336
2x,20,20yr,30,2.189658879351274
2x,20,20yr,31,2.2948205069369485
2x,20,20yr,32,2.396573391039472
2x,20,20yr,33,2.4965950119647946
2x,20,20yr,34,2.5986323844821224
2x,20,20yr,35,2.708295366495706
2x,20,20yr,36,2.8156926056081444
2x,20,20yr,37,2.929349474176801
2x,20,20yr,38,3.0432440322912795
2x,20,20yr,39,3.1612981827111497
2x,20,20yr,40,3.277677114934778
2x,20,20yr,41,3.40284994361616
2x,20,20yr,42,3.5289470979596578
2x,20,20yr,43,3.6626494876435087
2x,20,20yr,44,3.7922436936356307
2x,20,20yr,45,3.92665484970827
2x,20,20yr,46,4.071422977620505
2x,20,20yr,47,4.214578705092994
2x,20,20yr,48,4.360611474552061
2x,20,20yr,49,4.515849612069236
2x,20,20yr,50,4.671567994341648
2x,20,20yr,51,4.824795543413349
2x,20,20yr,52,4.976364614760546
2x,20,20yr,53,5.136936556433736
2x,20,20yr,54,5.307039819838678
2x,20,20yr,55,5.478017342689284
2x,20,20yr,56,5.648287715489884
2x,20,20yr,57,5.82433235098742
2x,20,20yr,58,6.008729936118922
2x,20,20yr,59,6.20236990200924
2x,20,20yr,60,6.398576541953876
2x,20,20yr,61,6.5977430581053875
2x,20,20yr,62,6.79645745088446
2x,20,20yr,63,7.012607116830798
2x,20,20yr,64,7.240949301573769
2x,20,20yr,65,7.481943565003862
2x,20,20yr,66,7.726070616055761
2x,20,20yr,67,7.987525517599494
2x,20,20yr,68,8.260760081374489
2x,20,20yr,69,8.531731048898989
2x,20,20yr,70,8.817806923077855
2x,20,20yr,71,9.136772507268535
2x,20,20yr,72,9.455574715778077
2x,20,20yr,73,9.785898668504068
2x,20,20yr,74,10.1541730245145
2x,20,20yr,75,10.529322177386804
2x,20,20yr,76,10.915218410209297
2x,20,20yr,77,11.325225911070234
2x,20,20yr,78,11.756152027530101
2x,20,20yr,79,12.227793295433692
2x,20,20yr,80,12.736738063484664
2x,20,20yr,81,13.27671249570498
2x,20,20yr,82,13.881802628587565
2x,20,20yr,83,14.540407892673139
2x,20,20yr,84,15.25457941851879
2x,20,20yr,85,15.99161347460462
2x,20,20yr,86,16.822893901310994
2x,20,20yr,87,17.71943817638317
2x,20,20yr,88,18.715278440762518
2x,20,20yr,89,19.79646546123983
2x,20,20yr,90,21.00682226141753
2x,20,20yr,91,22.467661637223543
2x,20,20yr,92,24.15635294604898
2x,20,20yr,93,26.04898684159788
2x,20,20yr,94,28.43173696316155
2x,20,20yr,95,31.437986293389187
2x,20,20yr,96,35.29516522068609
2x,20,20yr,97,40.682190486738946
2x,20,20yr,98,49.06836687975973
2x,20,20yr,99,65.53148296901203
2x,20,20yr,100,583.0499199012115
2x,30,30yr,0,-0.9688909107652018
2x,30,30yr,1,-0.4139656908786168
2x,30,30yr,2,-0.16247445062946586
2x,30,30yr,3,0.06549637813548581
2x,30,30yr,4,0.2731640656072738
2x,30,30yr,5,0.4644806450829644
2x,30,30yr,6,0.6433914356123374
2x,30,30yr,7,0.8314173492687826
2x,30,30yr,8,1.0166824154807435
2x,30,30yr,9,1.2166388482432504
2x,30,30yr,10,1.4105816116513905
2x,30,30yr,11,1.6091631773136692
2x,30,30yr,12,1.7888262281107496
2x,30,30yr,13,1.9896819691387209
2x,30,30yr,14,2.1836850735574744
2x,30,30yr,15,2.378920910326234
2x,30,30yr,16,2.563567609664581
2x,30,30yr,17,2.76903148744943
2x,30,30yr,18,2.9707537535131845
2x,30,30yr,19,3.1688892201274372
2x,30,30yr,20,3.373593400546236
2x,30,30yr,21,3.5769153763405708
2x,30,30yr,22,3.7929535527707516
2x,30,30yr,23,4.0124030146307215
2x,30,30yr,24,4.226044773469059
2x,30,30yr,25,4.442482031790165
2x,30,30yr,26,4.6646503079398105
2x,30,30yr,27,4.905704890738205
2x,30,30yr,28,5.150203104280405
2x,30,30yr,29,5.392589612998305
2x,30,30yr,30,5.625388953782113
2x,30,30yr,31,5.875199566727999
2x,30,30yr,32,6.149729502985534
2x,30,30yr,33,6.418937040050612
2x,30,30yr,34,6.689784166706451
2x,30,30yr,35,6.9713371206340415
2x,30,30yr,36,7.259666804176064
2x,30,30yr,37,7.564183705523863
2x,30,30yr,38,7.884052877447974
2x,30,30yr,39,8.180090945430308
2x,30,30yr,40,8.490637118157142
2x,30,30yr,41,8.822291084517495
2x,30,30yr,42,9.162374195957929
2x,30,30yr,43,9.522763374558815
2x,30,30yr,44,9.883937547461324
2x,30,30yr,45,10.257496726106794
2x,30,30yr,46,10.626263498344189
2x,30,30yr,47,11.011587444126437
2x,30,30yr,48,11.414938369333369
2x,30,30yr,49,11.812816659424895
2x,30,30yr,50,12.254147389893323
2x,30,30yr,51,12.708520671726122
2x,30,30yr,52,13.171658224599836
2x,30,30yr,53,13.6638556426038
2x,30,30yr,54,14.120374555640325
2x,30,30yr,55,14.641690873564736
2x,30,30yr,56,15.184353318041914
2x,30,30yr,57,15.750185258633778
2x,30,30yr,58,16.314629755584765
2x,30,30yr,59,16.899999307257048
2x,30,30yr,60,17.475209562443318
2x,30,30yr,61,18.132503863418
2x,30,30yr,62,18.802860794573878
2x,30,30yr,63,19.478129292037142
2x,30,30yr,64,20.20186927868689
2x,30,30yr,65,20.980759150693416
2x,30,30yr,66,21.720054447114844
2x,30,30yr,67,22.525594076527376
2x,30,30yr,68,23.414871857155664
2x,30,30yr,69,24.44054256064514
2x,30,30yr,70,25.3690884629764
2x,30,30yr,71,26.390758036486694
2x,30,30yr,72,27.45437124958709
2x,30,30yr,73,28.625758910175175
2x,30,30yr,74,29.88271377616316
2x,30,30yr,75,31.13901818660898
2x,30,30yr,76,32.553629184734625
2x,30,30yr,77,33.95971529224544
2x,30,30yr,78,35.507423464365175
2x,30,30yr,79,37.20395697287198
2x,30,30yr,80,39.03329987072959
2x,30,30yr,81,41.06413789626491
2x,30,30yr,82,43.170560454488566
2x,30,30yr,83,45.540491202246656
2x,30,30yr,84,47.992680665260444
2x,30,30yr,85,50.92916379520713
2x,30,30yr,86,53.94522756856224
2x,30,30yr,87,57.311277506581355
2x,30,30yr,88,61.05200194236021
2x,30,30yr,89,65.74393342901978
2x,30,30yr,90,70.7228469720512
2x,30,30yr,91,76.52443051629137
2x,30,30yr,92,83.15896909006582
2x,30,30yr,93,91.68684397693563
2x,30,30yr,94,101.88276526292557
