etf,year_value,year_name,percentile,return
1x,30,30yr,98,30.208467665866127
1x,30,30yr,99,36.27851077197834
1x,30,30yr,100,183.71794352721
2x,1,1yr,0,-0.6815475260256156
2x,1,1yr,1,-0.3770868794131427
2x,1,1yr,2,-0.3351896678331133
2x,1,1yr,3,-0.3071752832849104
2x,1,1yr,4,-0.284887052429886
2x,1,1yr,5,-0.2666119418182149
2x,1,1yr,6,-0.2504506429009913
2x,1,1yr,7,-0.23621959306046647
2x,1,1yr,8,-0.22307319013062976
2x,1,1yr,9,-0.21099251258202423
2x,1,1yr,10,-0.1998736023856318
2x,1,1yr,11,-0.18909640532726624
2x,1,1yr,12,-0.17878920901070627
2x,1,1yr,13,-0.16913990774276322
2x,1,1yr,14,-0.15987149987871752
2x,1,1yr,15,-0.1509710982456729
2x,1,1yr,16,-0.14226836590866088
2x,1,1yr,17,-0.13383025571313867
2x,1,1yr,18,-0.12586536543704363
2x,1,1yr,19,-0.11794346992709415
2x,1,1yr,20,-0.11018872469743979
2x,1,1yr,21,-0.10261740547643927
2x,1,1yr,22,-0.09529119245029771
2x,1,1yr,23,-0.0880443797896382
2x,1,1yr,24,-0.08094903139227672
2x,1,1yr,25,-0.07382507105477976
2x,1,1yr,26,-0.0668818363126985
2x,1,1yr,27,-0.059967005792901595
2x,1,1yr,28,-0.053135982487703015
2x,1,1yr,29,-0.04655694571835556
2x,1,1yr,30,-0.03993618255060205
2x,1,1yr,31,-0.03339668871734158
2x,1,1yr,32,-0.02675613751009054
2x,1,1yr,33,-0.02004419757556375
2x,1,1yr,34,-0.013573162754160983
2x,1,1yr,35,-0.007017279093250339
2x,1,1yr,36,-0.000645391082094271
2x,1,1yr,37,0.005758978241146906
2x,1,1yr,38,0.012161088688636745
2x,1,1yr,39,0.01858535790108884
2x,1,1yr,40,0.024948961582609508
2x,1,1yr,41,0.0313250212652143
2x,1,1yr,42,0.037689326755761865
2x,1,1yr,43,0.04409474870990593
2x,1,1yr,44,0.050485567893178596
2x,1,1yr,45,0.05682547269554972
2x,1,1yr,46,0.06337638602722784
2x,1,1yr,47,0.06980858603615614
2x,1,1yr,48,0.07627578369942412
2x,1,1yr,49,0.08279336736898513
2x,1,1yr,50,0.08939055175365129
2x,1,1yr,51,0.09592649066010273
2x,1,1yr,52,0.10253400236709531
2x,1,1yr,53,0.10917896149530759
2x,1,1yr,54,0.11581075047026612
2x,1,1yr,55,0.12256038234035982
2x,1,1yr,56,0.12943613017880096
2x,1,1yr,57,0.1364417329124239
2x,1,1yr,58,0.14334785296530472
2x,1,1yr,59,0.15029654157464578
2x,1,1yr,60,0.15736646869709126
2x,1,1yr,61,0.16473166716282095
2x,1,1yr,62,0.1721305885555089
2x,1,1yr,63,0.1796087790100378
2x,1,1yr,64,0.18717338809044826
2x,1,1yr,65,0.1948051845651977
2x,1,1yr,66,0.20270811213427042
2x,1,1yr,67,0.2106240080314168
2x,1,1yr,68,0.2186949933460165
2x,1,1yr,69,0.22685420120704136
2x,1,1yr,70,0.23529845177387254
2x,1,1yr,71,0.2437614055999504
2x,1,1yr,72,0.2525400386352694
2x,1,1yr,73,0.26173945992759373
2x,1,1yr,74,0.27102092067070527
2x,1,1yr,75,0.28044846746467256
2x,1,1yr,76,0.2902482729215825
2x,1,1yr,77,0.3004929817576152
2x,1,1yr,78,0.31085775149860817
2x,1,1yr,79,0.32165693160065323
2x,1,1yr,80,0.33291197319026544
2x,1,1yr,81,0.3445955953549633
2x,1,1yr,82,0.35673407393060974
2x,1,1yr,83,0.36941657769341996
2x,1,1yr,84,0.3826974965954806
2x,1,1yr,85,0.39661443623132
2x,1,1yr,86,0.4115546111823092
2x,1,1yr,87,0.4272770197926581
2x,1,1yr,88,0.44418697482644753
2x,1,1yr,89,0.46203432539901024
2x,1,1yr,90,0.4814041966327325
2x,1,1yr,91,0.5023167080380444
2x,1,1yr,92,0.5254523031926244
2x,1,1yr,93,0.5519100116584597
2x,1,1yr,94,0.5813703190378336
2x,1,1yr,95,0.6153744146165965
2x,1,1yr,96,0.6566281384736272
2x,1,1yr,97,0.7097535742792571
2x,1,1yr,98,0.7818909624212609
2x,1,1yr,99,0.901714315008832
2x,1,1yr,100,2.6975029850027012
2x,3,3yr,0,-0.8103913750618756
2x,3,3yr,1,-0.5090726409778374
2x,3,3yr,2,-0.4506269778797679
2x,3,3yr,3,-0.4092552624154182
2x,3,3yr,4,-0.37693440573152437
2x,3,3yr,5,-0.3488909647202537
2x,3,3yr,6,-0.3242199706029284
2x,3,3yr,7,-0.3013246513253849
2x,3,3yr,8,-0.2802934215141407
2x,3,3yr,9,-0.2603963400975913
2x,3,3yr,10,-0.24178661057593664
2x,3,3yr,11,-0.22436524039237182
2x,3,3yr,12,-0.20757814974024613
2x,3,3yr,13,-0.191283144442827
2x,3,3yr,14,-0.17563044217832213
2x,3,3yr,15,-0.16040914723153143
2x,3,3yr,16,-0.14569346282390505
2x,3,3yr,17,-0.13127251673301665
2x,3,3yr,18,-0.11713192895851043
2x,3,3yr,19,-0.10330306738667205
2x,3,3yr,20,-0.08962535970882812
2x,3,3yr,21,-0.07615159085837342
2x,3,3yr,22,-0.0629551473540475
2x,3,3yr,23,-0.04998871499161672
2x,3,3yr,24,-0.037017947732178924
2x,3,3yr,25,-0.02422479951068457
2x,3,3yr,26,-0.011380492556655075
2x,3,3yr,27,0.001172709529925653
2x,3,3yr,28,0.013848899016221772
2x,3,3yr,29,0.026238048045961415
2x,3,3yr,30,0.03869321974098505
2x,3,3yr,31,0.05125541554678903
2x,3,3yr,32,0.06362967581606038
2x,3,3yr,33,0.07603473394244298
2x,3,3yr,34,0.08836166110956212
2x,3,3yr,35,0.10066632793923769
2x,3,3yr,36,0.11278405682477577
2x,3,3yr,37,0.12507889304805353
2x,3,3yr,38,0.13732284848085174
2x,3,3yr,39,0.14957361668636948
2x,3,3yr,40,0.16205735090083961
2x,3,3yr,41,0.17432699908056137
2x,3,3yr,42,0.18654684540963218
2x,3,3yr,43,0.1992324631912219
2x,3,3yr,44,0.2120324472549231
2x,3,3yr,45,0.22504020445187733
2x,3,3yr,46,0.2378754155200169
2x,3,3yr,47,0.25083349652350706
2x,3,3yr,48,0.26393897868764116
2x,3,3yr,49,0.2773297578233338
2x,3,3yr,50,0.2909314738115223
2x,3,3yr,51,0.3043407603009056
2x,3,3yr,52,0.3182155184978419
2x,3,3yr,53,0.3323470441551881
2x,3,3yr,54,0.34622213275717373
2x,3,3yr,55,0.3602077261177352
2x,3,3yr,56,0.3745829524962683
2x,3,3yr,57,0.3889890133678642
2x,3,3yr,58,0.40382723886742666
2x,3,3yr,59,0.41884460991622685
2x,3,3yr,60,0.4342798916646826
2x,3,3yr,61,0.44997509885898257
2x,3,3yr,62,0.46575792626513235
2x,3,3yr,63,0.48163685966239367
2x,3,3yr,64,0.4984455822118665
2x,3,3yr,65,0.5155774508128899
2x,3,3yr,66,0.5328317606753812
2x,3,3yr,67,0.5505487354386898
2x,3,3yr,68,0.5687002595707946
2x,3,3yr,69,0.5871293836785525
2x,3,3yr,70,0.6062948074313761
2x,3,3yr,71,0.6257117065239464
2x,3,3yr,72,0.6455945806945513
2x,3,3yr,73,0.6658111856110196
2x,3,3yr,74,0.6870276819393044
2x,3,3yr,75,0.709410267407923
2x,3,3yr,76,0.7318170554581949
2x,3,3yr,77,0.7559127441093816
2x,3,3yr,78,0.7804019104558915
2x,3,3yr,79,0.8058667257721048
2x,3,3yr,80,0.8327020324867522
2x,3,3yr,81,0.8604935104428895
2x,3,3yr,82,0.8892913262892133
2x,3,3yr,83,0.9203329186318279
2x,3,3yr,84,0.9523837392920977
2x,3,3yr,85,0.98730358038155
2x,3,3yr,86,1.0243285308810552
2x,3,3yr,87,1.0639334550094786
2x,3,3yr,88,1.1058625222878273
2x,3,3yr,89,1.151472527835859
2x,3,3yr,90,1.2012139342091301
2x,3,3yr,91,1.2559439736673585
2x,3,3yr,92,1.3176996032879669
2x,3,3yr,93,1.386738014011271
2x,3,3yr,94,1.4657812755742445
2x,3,3yr,95,1.559650257921092
2x,3,3yr,96,1.6744101651967447
2x,3,3yr,97,1.8241933650588003
2x,3,3yr,98,2.0338091584156643
2x,3,3yr,99,2.407261503155983
2x,3,3yr,100,10.228896278587458
2x,5,5yr,0,-0.8702808262391754
2x,5,5yr,1,-0.5602277714506585
2x,5,5yr,2,-0.4912334849026603
2x,5,5yr,3,-0.44267209969208243
2x,5,5yr,4,-0.4023540222528419
2x,5,5yr,5,-0.36683461626792024
2x,5,5yr,6,-0.33532690206901494
2x,5,5yr,7,-0.3062261811799859
2x,5,5yr,8,-0.2796259106265012
2x,5,5yr,9,-0.254518948973703
2x,5,5yr,10,-0.230570962269239
2x,5,5yr,11,-0.20730956356128227
2x,5,5yr,12,-0.1848929653987731
2x,5,5yr,13,-0.1631672277443974
2x,5,5yr,14,-0.1419053217826295
2x,5,5yr,15,-0.12167937875987866
2x,5,5yr,16,-0.10146620198582257
2x,5,5yr,17,-0.08213151691876008
2x,5,5yr,18,-0.06308672498042955
2x,5,5yr,19,-0.04391842131969648
2x,5,5yr,20,-0.025241488571238757
2x,5,5yr,21,-0.006519002891135717
2x,5,5yr,22,0.011875981876859898
2x,5,5yr,23,0.030533698408561794
2x,5,5yr,24,0.04894132541277796
2x,5,5yr,25,0.06672278475664695
2x,5,5yr,26,0.08469424832753614
2x,5,5yr,27,0.10249861979241048
2x,5,5yr,28,0.12025743226934238
2x,5,5yr,29,0.1382602924549805
2x,5,5yr,30,0.15614252822018537
2x,5,5yr,31,0.1738159595688713
2x,5,5yr,32,0.19138923137582253
2x,5,5yr,33,0.2092053001462133
2x,5,5yr,34,0.22718164435576416
2x,5,5yr,35,0.24493945598168265
2x,5,5yr,36,0.2628503331168168
2x,5,5yr,37,0.28136280831273996
2x,5,5yr,38,0.29938736367662266
2x,5,5yr,39,0.317705741629251
2x,5,5yr,40,0.33614027520436074
2x,5,5yr,41,0.3546808053032775
2x,5,5yr,42,0.37348322279658475
2x,5,5yr,43,0.3926813139539689
2x,5,5yr,44,0.4116841780212208
2x,5,5yr,45,0.43089872547077945
2x,5,5yr,46,0.4504844945625064
2x,5,5yr,47,0.4701166191328925
2x,5,5yr,48,0.4900428800041223
2x,5,5yr,49,0.5102535969157524
2x,5,5yr,50,0.5304844046827939
2x,5,5yr,51,0.5510807021310922
2x,5,5yr,52,0.5719055917605809
2x,5,5yr,53,0.5936276124832309
2x,5,5yr,54,0.6152747821424958
2x,5,5yr,55,0.6374107382969225
2x,5,5yr,56,0.6597135070845699
2x,5,5yr,57,0.6825918487649631
2x,5,5yr,58,0.7057358123657012
2x,5,5yr,59,0.7294653677872787
2x,5,5yr,60,0.7533434089832829
2x,5,5yr,61,0.778257981223436
2x,5,5yr,62,0.803457348839677
2x,5,5yr,63,0.8289485993627768
2x,5,5yr,64,0.8549847339697152
2x,5,5yr,65,0.8820034540377464
2x,5,5yr,66,0.9098779647585551
2x,5,5yr,67,0.9380070526412834
2x,5,5yr,68,0.9674048990750042
2x,5,5yr,69,0.9971063729010194
2x,5,5yr,70,1.028505174981401
2x,5,5yr,71,1.0603712381457644
2x,5,5yr,72,1.0932694708988642
2x,5,5yr,73,1.1271059364711444
2x,5,5yr,74,1.1620955258656944
2x,5,5yr,75,1.1987327926213265
2x,5,5yr,76,1.2368363943205543
2x,5,5yr,77,1.276401135497642
2x,5,5yr,78,1.317162109518995
2x,5,5yr,79,1.3604439831042479
2x,5,5yr,80,1.4059682976207322
2x,5,5yr,81,1.4528776777043326
2x,5,5yr,82,1.5039467770544444
2x,5,5yr,83,1.5565918593595667
2x,5,5yr,84,1.6128043968580612
2x,5,5yr,85,1.6714337205345182
2x,5,5yr,86,1.7360324733738817
2x,5,5yr,87,1.8040671124925671
2x,5,5yr,88,1.8776137035600438
2x,5,5yr,89,1.9583123834487366
2x,5,5yr,90,2.048116104560729
2x,5,5yr,91,2.1461501786001187
2x,5,5yr,92,2.2566147716935827
2x,5,5yr,93,2.3852877671443284
2x,5,5yr,94,2.529999864139102
2x,5,5yr,95,2.707659015784433
2x,5,5yr,96,2.9280254629248987
2x,5,5yr,97,3.215288903965096
2x,5,5yr,98,3.6291400270147918
2x,5,5yr,99,4.360578151127485
2x,5,5yr,100,26.02187345470038
2x,10,10yr,0,-0.9381642248110795
2x,10,10yr,1,-0.5964501838835727
2x,10,10yr,2,-0.5037219729892658
2x,10,10yr,3,-0.4356158658493825
2x,10,10yr,4,-0.37799364776427413
2x,10,10yr,5,-0.3262684174648929
2x,10,10yr,6,-0.27898839706509126
2x,10,10yr,7,-0.23486327577537347
2x,10,10yr,8,-0.19357475769081
2x,10,10yr,9,-0.15292863559856384
2x,10,10yr,10,-0.11337105962899341
2x,10,10yr,11,-0.07530717539260179
2x,10,10yr,12,-0.03915957232826106
2x,10,10yr,13,-0.003702557148084873
2x,10,10yr,14,0.031970510605928704
2x,10,10yr,15,0.06718065917347538
2x,10,10yr,16,0.101942326940196
2x,10,10yr,17,0.1363648774985029
2x,10,10yr,18,0.1703693608657122
2x,10,10yr,19,0.20467266698425735
2x,10,10yr,20,0.2381706490544928
2x,10,10yr,21,0.2712691430901184
2x,10,10yr,22,0.3044987319701278
2x,10,10yr,23,0.3384423137336354
2x,10,10yr,24,0.3718044279311665
2x,10,10yr,25,0.4054090001737576
2x,10,10yr,26,0.43885303148279786
2x,10,10yr,27,0.47269990006612184
2x,10,10yr,28,0.5061123103768272
2x,10,10yr,29,0.5397389049003125
2x,10,10yr,30,0.5745358685995781
2x,10,10yr,31,0.6085390876467653
2x,10,10yr,32,0.6432100571311747
2x,10,10yr,33,0.6783317655035996
2x,10,10yr,34,0.7134059558337211
2x,10,10yr,35,0.7489145059199245
2x,10,10yr,36,0.7850166589010177
2x,10,10yr,37,0.8214579933634258
2x,10,10yr,38,0.8582219057928446
2x,10,10yr,39,0.8954067196260997
2x,10,10yr,40,0.9328529280535571
2x,10,10yr,41,0.9714164853062202
2x,10,10yr,42,1.0106775154090815
2x,10,10yr,43,1.0500546956638872
2x,10,10yr,44,1.0896524508626326
2x,10,10yr,45,1.1300265477509024
2x,10,10yr,46,1.1714102035217762
2x,10,10yr,47,1.2129476906201133
2x,10,10yr,48,1.2559495434336054
2x,10,10yr,49,1.299224994361818
2x,10,10yr,50,1.3437543031518722
2x,10,10yr,51,1.3881051398195385
2x,10,10yr,52,1.4342142260677244
2x,10,10yr,53,1.480639176860949
2x,10,10yr,54,1.5288299166017367
2x,10,10yr,55,1.5784582177588637
2x,10,10yr,56,1.6289737829403101
2x,10,10yr,57,1.6802058078570963
2x,10,10yr,58,1.7329401574734749
2x,10,10yr,59,1.7864366109164562
2x,10,10yr,60,1.8410986884361056
2x,10,10yr,61,1.8980617385302327
2x,10,10yr,62,1.9560740623067954
2x,10,10yr,63,2.0172592341922155
2x,10,10yr,64,2.0789168916629204
2x,10,10yr,65,2.1419510121208862
2x,10,10yr,66,2.207284381005779
2x,10,10yr,67,2.2746719625731755
2x,10,10yr,68,2.3445297582674147
2x,10,10yr,69,2.4170132948447565
2x,10,10yr,70,2.4928020913864293
2x,10,10yr,71,2.5696111310420737
2x,10,10yr,72,2.6501406904201272
2x,10,10yr,73,2.7348842609782356
2x,10,10yr,74,2.8218408407698665
2x,10,10yr,75,2.912685375864898
2x,10,10yr,76,3.0088114667445502
2x,10,10yr,77,3.1085489528998123
2x,10,10yr,78,3.2134110760874366
2x,10,10yr,79,3.3229386850238853
2x,10,10yr,80,3.440516995851718
2x,10,10yr,81,3.5660440162911264
2x,10,10yr,82,3.6971267482323835
2x,10,10yr,83,3.838710914493169
2x,10,10yr,84,3.9909212770436477
2x,10,10yr,85,4.153362140271886
2x,10,10yr,86,4.330522867343296
2x,10,10yr,87,4.518301280060616
2x,10,10yr,88,4.726978499129944
2x,10,10yr,89,4.952665775665888
2x,10,10yr,90,5.210685155459371
2x,10,10yr,91,5.496404970062393
2x,10,10yr,92,5.826075608982281
2x,10,10yr,93,6.211720601497561
2x,10,10yr,94,6.652987245328143
2x,10,10yr,95,7.195908868864898
2x,10,10yr,96,7.886523941469386
2x,10,10yr,97,8.812095633319206
2x,10,10yr,98,10.186810977521253
2x,10,10yr,99,12.742821999069255
2x,10,10yr,100,90.78947778526783
2x,15,15yr,0,-0.9617674039750949
2x,15,15yr,1,-0.5833716004961875
2x,15,15yr,2,-0.46400965437829
2x,15,15yr,3,-0.3707595348818018
2x,15,15yr,4,-0.29075211142144797
2x,15,15yr,5,-0.21926960982876442
2x,15,15yr,6,-0.15195867289747478
2x,15,15yr,7,-0.08705675183034645
2x,15,15yr,8,-0.02421310108053154
2x,15,15yr,9,0.035877335270791066
2x,15,15yr,10,0.09333452329943337
2x,15,15yr,11,0.15076409392513068
2x,15,15yr,12,0.2062271274216929
2x,15,15yr,13,0.2618970696351488
2x,15,15yr,14,0.31693254734508614
2x,15,15yr,15,0.37130520181586935
2x,15,15yr,16,0.42538277678300807
2x,15,15yr,17,0.4801596934203882
2x,15,15yr,18,0.5342212338518462
2x,15,15yr,19,0.5877322543711321
2x,15,15yr,20,0.6418845015545154
2x,15,15yr,21,0.6959011322974216
2x,15,15yr,22,0.7499975355490933
2x,15,15yr,23,0.8051935097128642
2x,15,15yr,24,0.860280819078604
2x,15,15yr,25,0.9160259699540911
2x,15,15yr,26,0.9728525954332534
2x,15,15yr,27,1.029855276771113
2x,15,15yr,28,1.0861936360930664
2x,15,15yr,29,1.1438058256841503
2x,15,15yr,30,1.202589926031929
2x,15,15yr,31,1.262232249196634
2x,15,15yr,32,1.3225443798803846
2x,15,15yr,33,1.3834775143084088
2x,15,15yr,34,1.4442471395694887
2x,15,15yr,35,1.507241408196704
2x,15,15yr,36,1.5708996515551288
2x,15,15yr,37,1.6351500971326445
2x,15,15yr,38,1.7004539494300244
2x,15,15yr,39,1.7684483328958023
2x,15,15yr,40,1.8368602572777637
2x,15,15yr,41,1.9055872918903067
2x,15,15yr,42,1.9759002464741733
2x,15,15yr,43,2.0475010991322367
2x,15,15yr,44,2.120504974105792
2x,15,15yr,45,2.1953680156827797
2x,15,15yr,46,2.2718365451260483
2x,15,15yr,47,2.3488595824202996
2x,15,15yr,48,2.4275391368702186
2x,15,15yr,49,2.509038599057898
2x,15,15yr,50,2.5922427133266632
2x,15,15yr,51,2.6766629147927468
2x,15,15yr,52,2.7648360011055955
2x,15,15yr,53,2.854747496448432
2x,15,15yr,54,2.9452680377227116
2x,15,15yr,55,3.040466041335116
2x,15,15yr,56,3.1373868375966616
2x,15,15yr,57,3.2357901417285246
2x,15,15yr,58,3.337084494066839
2x,15,15yr,59,3.4413202539472776
2x,15,15yr,60,3.5501487594075725
2x,15,15yr,61,3.6613945317068044
2x,15,15yr,62,3.7772648888994427
2x,15,15yr,63,3.894780846018681
2x,15,15yr,64,4.016113537599921
2x,15,15yr,65,4.1423476194601285
2x,15,15yr,66,4.27267676033556
2x,15,15yr,67,4.407553453478681
2x,15,15yr,68,4.549865305728195
2x,15,15yr,69,4.694917953653631
2x,15,15yr,70,4.848277614907753
2x,15,15yr,71,5.00950268672031
2x,15,15yr,72,5.175023299065753
2x,15,15yr,73,5.3494237891755
2x,15,15yr,74,5.535341035259803
2x,15,15yr,75,5.724647072354697
2x,15,15yr,76,5.923673050841667
2x,15,15yr,77,6.134180210484611
2x,15,15yr,78,6.358328768946141
2x,15,15yr,79,6.594811869375954
2x,15,15yr,80,6.851786725032093
2x,15,15yr,81,7.117381339401614
2x,15,15yr,82,7.409237760640098
2x,15,15yr,83,7.71628767146885
2x,15,15yr,84,8.042374702970802
2x,15,15yr,85,8.406812914949807
2x,15,15yr,86,8.800483691965692
2x,15,15yr,87,9.227746127617818
2x,15,15yr,88,9.701874953535116
2x,15,15yr,89,10.230755208412655
2x,15,15yr,90,10.826686456536407
2x,15,15yr,91,11.488099052768755
2x,15,15yr,92,12.261848774705777
2x,15,15yr,93,13.159475907232705
2x,15,15yr,94,14.240789076609632
2x,15,15yr,95,15.545939419076653
2x,15,15yr,96,17.254071196320417
2x,15,15yr,97,19.55770007007917
2x,15,15yr,98,23.11826406927953
2x,15,15yr,99,30.061252385590553
2x,15,15yr,100,224.30555049363898
2x,20,20yr,0,-0.9848238018314044
2x,20,20yr,1,-0.5433445429703797
2x,20,20yr,2,-0.38948298650771407
2x,20,20yr,3,-0.26513683865941284
2x,20,20yr,4,-0.15620548349151542
2x,20,20yr,5,-0.05495558100994535
2x,20,20yr,6,0.04142755261525699
2x,20,20yr,7,0.13252450836271734
2x,20,20yr,8,0.22112114931380966
2x,20,20yr,9,0.3089736562011707
2x,20,20yr,10,0.39463597764061875
2x,20,20yr,11,0.4800110977123544
2x,20,20yr,12,0.5632310794088777
2x,20,20yr,13,0.6443759585111712
2x,20,20yr,14,0.7271522007278199
2x,20,20yr,15,0.810332465970127
2x,20,20yr,16,0.8948720375509083
2x,20,20yr,17,0.9776721724248889
2x,20,20yr,18,1.060637751887826
2x,20,20yr,19,1.1441067736869064
2x,20,20yr,20,1.2288617323654374
2x,20,20yr,21,1.3138522228730571
2x,20,20yr,22,1.4001625126347834
2x,20,20yr,23,1.4874132096039796
2x,20,20yr,24,1.5773275157261826
2x,20,20yr,25,1.6678743532674432
2x,20,20yr,26,1.7585198602799137
2x,20,20yr,27,1.8521006439368244
2x,20,20yr,28,1.945183858421995
2x,20,20yr,29,2.0408128904086436
2x,20,20yr,30,2.1365731811543176
2x,20,20yr,31,2.234978104772309
2x,20,20yr,32,2.3351423375448626
2x,20,20yr,33,2.4348480147038694
2x,20,20yr,34,2.5389882291234462
2x,20,20yr,35,2.643756775477207
2x,20,20yr,36,2.7525451809181796
2x,20,20yr,37,2.860952492736228
2x,20,20yr,38,2.9699582069437294
2x,20,20yr,39,3.083392852731609
2x,20,20yr,40,3.197824423120413
2x,20,20yr,41,3.315439608503376
2x,20,20yr,42,3.436176854969215
2x,20,20yr,43,3.5581623952151435
2x,20,20yr,44,3.683499353727276
2x,20,20yr,45,3.8104767540026723
2x,20,20yr,46,3.940723582651313
2x,20,20yr,47,4.07623269211451
2x,20,20yr,48,4.216895708255603
2x,20,20yr,49,4.356264082955158
2x,20,20yr,50,4.503456120126831
2x,20,20yr,51,4.652367562514993
2x,20,20yr,52,4.807967764785771
2x,20,20yr,53,4.965786174914018
2x,20,20yr,54,5.128803515581615
2x,20,20yr,55,5.2960254518829615
2x,20,20yr,56,5.467184701934778
2x,20,20yr,57,5.644277184991201
2x,20,20yr,58,5.829581660085549
2x,20,20yr,59,6.015578069467761
2x,20,20yr,60,6.2136517863423695
2x,20,20yr,61,6.417296245329276
2x,20,20yr,62,6.627326096021918
2x,20,20yr,63,6.8478401677479335
2x,20,20yr,64,7.073750705387397
2x,20,20yr,65,7.310626034781736
2x,20,20yr,66,7.556060635276992
2x,20,20yr,67,7.810985288199586
2x,20,20yr,68,8.081981726647887
2x,20,20yr,69,8.358050766150477
2x,20,20yr,70,8.652818829035574
2x,20,20yr,71,8.953507026314076
2x,20,20yr,72,9.270019312921345
2x,20,20yr,73,9.602750014036333
2x,20,20yr,74,9.950961518682382
2x,20,20yr,75,10.322524738759748
2x,20,20yr,76,10.713782098432826
2x,20,20yr,77,11.1305094578144
2x,20,20yr,78,11.57581457294533
2x,20,20yr,79,12.042443939065311
2x,20,20yr,80,12.545954026886555
2x,20,20yr,81,13.082306145645893
2x,20,20yr,82,13.66899129627752
2x,20,20yr,83,14.302544198653157
2x,20,20yr,84,14.97137102121366
2x,20,20yr,85,15.709194200437395
2x,20,20yr,86,16.510750297314335
2x,20,20yr,87,17.398189152762345
2x,20,20yr,88,18.378166243267838
2x,20,20yr,89,19.484869991280092
2x,20,20yr,90,20.719110993719568
2x,20,20yr,91,22.15140752291093
2x,20,20yr,92,23.81655873915801
2x,20,20yr,93,25.73146530078782
2x,20,20yr,94,28.123052143547294
2x,20,20yr,95,31.045375504584023
2x,20,20yr,96,34.92075673640847
2x,20,20yr,97,40.28545939630465
2x,20,20yr,98,48.68186280830742
2x,20,20yr,99,65.28145689724528
2x,20,20yr,100,822.4115129882979
2x,30,30yr,0,-0.9685789792780845
2x,30,30yr,1,-0.39595147155345556
2x,30,30yr,2,-0.1341027086576333
2x,30,30yr,3,0.08346644314111118
2x,30,30yr,4,0.28516856731914486
2x,30,30yr,5,0.4797927750284061
2x,30,30yr,6,0.6716789448915621
2x,30,30yr,7,0.8580838355419673
2x,30,30yr,8,1.0413734133253576
2x,30,30yr,9,1.2240272284575675
2x,30,30yr,10,1.402524339293855
2x,30,30yr,11,1.584741145955515
2x,30,30yr,12,1.764825021420088
2x,30,30yr,13,1.9477572723201266
2x,30,30yr,14,2.1298937873080592
2x,30,30yr,15,2.3126944236913918
2x,30,30yr,16,2.500376761539029
2x,30,30yr,17,2.6915164794942106
2x,30,30yr,18,2.885138131987772
2x,30,30yr,19,3.0837907328659826
2x,30,30yr,20,3.2817350604470974
2x,30,30yr,21,3.483783179475469
2x,30,30yr,22,3.6898170785749915
2x,30,30yr,23,3.900473670617301
2x,30,30yr,24,4.109707701191937
2x,30,30yr,25,4.327634539509036
2x,30,30yr,26,4.548472601640796
2x,30,30yr,27,4.773785217761726
2x,30,30yr,28,5.004558996374399
2x,30,30yr,29,5.239904783813388
2x,30,30yr,30,5.489081994565837
2x,30,30yr,31,5.740145227792967
2x,30,30yr,32,5.9934154697182365
2x,30,30yr,33,6.259491620268025
2x,30,30yr,34,6.533967467671051
2x,30,30yr,35,6.808132978229934
2x,30,30yr,36,7.090902517754312
2x,30,30yr,37,7.380594260977581
2x,30,30yr,38,7.677868195805042
2x,30,30yr,39,7.982319148543123
2x,30,30yr,40,8.2938127854255
2x,30,30yr,41,8.61782255402527
2x,30,30yr,42,8.942785905810581
2x,30,30yr,43,9.281621779009807
2x,30,30yr,44,9.623730837588045
2x,30,30yr,45,9.984023220590089
2x,30,30yr,46,10.352468165610034
2x,30,30yr,47,10.733123084021365
2x,30,30yr,48,11.129150896158167
2x,30,30yr,49,11.535644118421231
2x,30,30yr,50,11.948207279671017
2x,30,30yr,51,12.376698343145959
2x,30,30yr,52,12.827351881717648
2x,30,30yr,53,13.282323174419316
2x,30,30yr,54,13.758135644497678
2x,30,30yr,55,14.248161117575474
2x,30,30yr,56,14.759364074963363
2x,30,30yr,57,15.289681186857294
2x,30,30yr,58,15.842380953611098
2x,30,30yr,59,16.41248276959084
2x,30,30yr,60,17.00456121688103
2x,30,30yr,61,17.641264649012008
2x,30,30yr,62,18.285745472685715
2x,30,30yr,63,18.962371224384633
2x,30,30yr,64,19.67127281489372
2x,30,30yr,65,20.40178408606409
2x,30,30yr,66,21.171345198287394
2x,30,30yr,67,21.986274904051267
2x,30,30yr,68,22.847222334080264
2x,30,30yr,69,23.741272796747797
2x,30,30yr,70,24.665727974228883
2x,30,30yr,71,25.63920328789254
2x,30,30yr,72,26.691235668964225
2x,30,30yr,73,27.802490586007654
2x,30,30yr,74,28.970039780567642
2x,30,30yr,75,30.2099051408564
2x,30,30yr,76,31.52728700411179
2x,30,30yr,77,32.93013792583826
2x,30,30yr,78,34.45944252322117
2x,30,30yr,79,36.05674051730315
2x,30,30yr,80,37.797335618245796
2x,30,30yr,81,39.69162378774217
2x,30,30yr,82,41.77533460113469
2x,30,30yr,83,44.01306627984972
2x,30,30yr,84,46.48105191001334
2x,30,30yr,85,49.136761918119554
2x,30,30yr,86,52.116677560112194
2x,30,30yr,87,55.41415743515715
2x,30,30yr,88,59.100105195572446
2x,30,30yr,89,63.38030733145911
2x,30,30yr,90,68.22475931269001
2x,30,30yr,91,73.81448609110465
2x,30,30yr,92,80.36776291383725
2x,30,30yr,93,88.36316146250412
2x,30,30yr,94,98.16794247748432
2x,30,30yr,95,110.63656893956443
