etf,year_value,year_name,percentile,return
2x,30,30yr,96,127.17075431843207
2x,30,30yr,97,151.09890601459946
2x,30,30yr,98,189.34687879908154
2x,30,30yr,99,270.73832045991384
2x,30,30yr,100,6713.342535242797
3x,1,1yr,0,-0.8266397694412158
3x,1,1yr,1,-0.5244298505034195
3x,1,1yr,2,-0.4757147235506727
3x,1,1yr,3,-0.4421574649738702
3x,1,1yr,4,-0.4149473411591412
3x,1,1yr,5,-0.39241871178260346
3x,1,1yr,6,-0.37226327024816286
3x,1,1yr,7,-0.3542187897949681
3x,1,1yr,8,-0.33752052389037823
3x,1,1yr,9,-0.322007907441371
3x,1,1yr,10,-0.3075659959498632
3x,1,1yr,11,-0.29356558669035326
3x,1,1yr,12,-0.28004549394343203
3x,1,1yr,13,-0.26735410083958666
3x,1,1yr,14,-0.2549676301131666
3x,1,1yr,15,-0.24314682495543283
3x,1,1yr,16,-0.23145769720326392
3x,1,1yr,17,-0.2201094646455497
3x,1,1yr,18,-0.20924932218785897
3x,1,1yr,19,-0.19851249804784676
3x,1,1yr,20,-0.1878774172613945
3x,1,1yr,21,-0.17748202911125344
3x,1,1yr,22,-0.1673899575739034
3x,1,1yr,23,-0.15735550966287737
3x,1,1yr,24,-0.14754160426090535
3x,1,1yr,25,-0.13758013588957252
3x,1,1yr,26,-0.127865429554732
3x,1,1yr,27,-0.1181100438812861
3x,1,1yr,28,-0.10850659436323362
3x,1,1yr,29,-0.09918410502847852
3x,1,1yr,30,-0.08979084274073079
3x,1,1yr,31,-0.08042734909718807
3x,1,1yr,32,-0.0709920452637044
3x,1,1yr,33,-0.06138607238101135
3x,1,1yr,34,-0.05203944061433541
3x,1,1yr,35,-0.0426026023996654
3x,1,1yr,36,-0.03336185992335927
3x,1,1yr,37,-0.024020162020523927
3x,1,1yr,38,-0.014714054057435977
3x,1,1yr,39,-0.005299015575204069
3x,1,1yr,40,0.0040479550035268375
3x,1,1yr,41,0.013398663656772447
3x,1,1yr,42,0.02271198484685688
3x,1,1yr,43,0.03225940822605855
3x,1,1yr,44,0.041772027167520154
3x,1,1yr,45,0.05127339756657645
3x,1,1yr,46,0.06102086929683237
3x,1,1yr,47,0.07065627715400757
3x,1,1yr,48,0.08029696256436902
3x,1,1yr,49,0.09017357421199113
3x,1,1yr,50,0.1002028755839608
3x,1,1yr,51,0.11013376677802134
3x,1,1yr,52,0.12015380197510095
3x,1,1yr,53,0.13034597923606284
3x,1,1yr,54,0.140423182036167
3x,1,1yr,55,0.1509122938440297
3x,1,1yr,56,0.16135210511292986
3x,1,1yr,57,0.17222086587438978
3x,1,1yr,58,0.182875450189929
3x,1,1yr,59,0.19380393603132462
3x,1,1yr,60,0.20478524798539155
3x,1,1yr,61,0.2162641443100486
3x,1,1yr,62,0.22794131959054287
3x,1,1yr,63,0.23970839347365014
3x,1,1yr,64,0.25165309940216396
3x,1,1yr,65,0.26370566114812233
3x,1,1yr,66,0.2762151887837925
3x,1,1yr,67,0.2888906954021182
3x,1,1yr,68,0.30190392896096707
3x,1,1yr,69,0.3148919599761737
3x,1,1yr,70,0.3285162763523557
3x,1,1yr,71,0.3421586664855587
3x,1,1yr,72,0.3565141161971632
3x,1,1yr,73,0.37132524156856883
3x,1,1yr,74,0.38646452500116446
3x,1,1yr,75,0.40200350769651494
3x,1,1yr,76,0.4180829433979689
3x,1,1yr,77,0.434990367288995
3x,1,1yr,78,0.4522064675494277
3x,1,1yr,79,0.47011835159963944
3x,1,1yr,80,0.48890567637758675
3x,1,1yr,81,0.5087372617498185
3x,1,1yr,82,0.5289304271002306
3x,1,1yr,83,0.550583709011526
3x,1,1yr,84,0.5730450820978221
3x,1,1yr,85,0.59695908172577
3x,1,1yr,86,0.6225029328139946
3x,1,1yr,87,0.649931598741561
3x,1,1yr,88,0.6789780275487942
3x,1,1yr,89,0.7103180028425036
3x,1,1yr,90,0.7443850652936255
3x,1,1yr,91,0.7815420119106375
3x,1,1yr,92,0.8229811096340705
3x,1,1yr,93,0.8702227250462109
3x,1,1yr,94,0.9236633451466665
3x,1,1yr,95,0.9860724461873138
3x,1,1yr,96,1.0626639755314349
3x,1,1yr,97,1.162554199813167
3x,1,1yr,98,1.3008842389633681
3x,1,1yr,99,1.5363632659852078
3x,1,1yr,100,5.863791805646303
3x,3,3yr,0,-0.9252848917780996
3x,3,3yr,1,-0.6885801286231008
3x,3,3yr,2,-0.6312014179301377
3x,3,3yr,3,-0.5889998180990812
3x,3,3yr,4,-0.5547452490506251
3x,3,3yr,5,-0.524170267423349
3x,3,3yr,6,-0.4969134121163823
3x,3,3yr,7,-0.47113463452972926
3x,3,3yr,8,-0.4470694117353067
3x,3,3yr,9,-0.4240798309376246
3x,3,3yr,10,-0.40202464975633545
3x,3,3yr,11,-0.38129936321336233
3x,3,3yr,12,-0.3611765096896834
3x,3,3yr,13,-0.34142555170166855
3x,3,3yr,14,-0.3220840712352312
3x,3,3yr,15,-0.30330161404315104
3x,3,3yr,16,-0.28474664349174683
3x,3,3yr,17,-0.2665953478369507
3x,3,3yr,18,-0.24886760940852737
3x,3,3yr,19,-0.23101840147606145
3x,3,3yr,20,-0.21328427247891235
3x,3,3yr,21,-0.1958459724203815
3x,3,3yr,22,-0.17857959538029555
3x,3,3yr,23,-0.1612666870236371
3x,3,3yr,24,-0.14413963780465444
3x,3,3yr,25,-0.12692449513539605
3x,3,3yr,26,-0.10972858394464002
3x,3,3yr,27,-0.09267698162282334
3x,3,3yr,28,-0.07530824088519239
3x,3,3yr,29,-0.05833667158430411
3x,3,3yr,30,-0.04119689943810256
3x,3,3yr,31,-0.02355854741646035
3x,3,3yr,32,-0.006331556199615784
3x,3,3yr,33,0.01088487931069193
3x,3,3yr,34,0.028460263727202895
3x,3,3yr,35,0.04591501890140415
3x,3,3yr,36,0.06329699817405232
3x,3,3yr,37,0.08074537124817183
3x,3,3yr,38,0.09848635516494575
3x,3,3yr,39,0.11643094584570823
3x,3,3yr,40,0.13465955333285873
3x,3,3yr,41,0.15261789505621182
3x,3,3yr,42,0.17081651506923712
3x,3,3yr,43,0.1895691324878479
3x,3,3yr,44,0.20860636148934475
3x,3,3yr,45,0.22814652059118745
3x,3,3yr,46,0.2474780187137242
3x,3,3yr,47,0.2670515170616783
3x,3,3yr,48,0.28713789418928304
3x,3,3yr,49,0.3075434809050772
3x,3,3yr,50,0.32852194739271057
3x,3,3yr,51,0.349261627864923
3x,3,3yr,52,0.3709801907419943
3x,3,3yr,53,0.39281763895209765
3x,3,3yr,54,0.41489564461692097
3x,3,3yr,55,0.4371090696563076
3x,3,3yr,56,0.4597102600512051
3x,3,3yr,57,0.48271599275732036
3x,3,3yr,58,0.5066145386007279
3x,3,3yr,59,0.5308776679037805
3x,3,3yr,60,0.5557991854233806
3x,3,3yr,61,0.5813159368045484
3x,3,3yr,62,0.6075371375792322
3x,3,3yr,63,0.6337534680930408
3x,3,3yr,64,0.6612723826430573
3x,3,3yr,65,0.6899480343925259
3x,3,3yr,66,0.7189895919832434
3x,3,3yr,67,0.7487322038892585
3x,3,3yr,68,0.7795283152789316
3x,3,3yr,69,0.8110395140027853
3x,3,3yr,70,0.8439063082868612
3x,3,3yr,71,0.8775454531994626
3x,3,3yr,72,0.9119640645132379
3x,3,3yr,73,0.9473428551020817
3x,3,3yr,74,0.9845513349402975
3x,3,3yr,75,1.0244163811459859
3x,3,3yr,76,1.0645251734392875
3x,3,3yr,77,1.1072827880378333
3x,3,3yr,78,1.1517518331402021
3x,3,3yr,79,1.198108053252008
3x,3,3yr,80,1.2471696621767703
3x,3,3yr,81,1.2985591204031994
3x,3,3yr,82,1.3522434986009308
3x,3,3yr,83,1.4100808646328415
3x,3,3yr,84,1.4709414664638003
3x,3,3yr,85,1.5375469860770732
3x,3,3yr,86,1.6081618942588745
3x,3,3yr,87,1.6855233421421936
3x,3,3yr,88,1.7681008616685148
3x,3,3yr,89,1.8576569765076334
3x,3,3yr,90,1.9573554623151703
3x,3,3yr,91,2.0689646607500416
3x,3,3yr,92,2.195259990767554
3x,3,3yr,93,2.3394752874915583
3x,3,3yr,94,2.507009500193691
3x,3,3yr,95,2.709144349387429
3x,3,3yr,96,2.960740668226825
3x,3,3yr,97,3.2983227395403567
3x,3,3yr,98,3.7867646067787257
3x,3,3yr,99,4.696356668062365
3x,3,3yr,100,33.12846430653025
3x,5,5yr,0,-0.9604291276642718
3x,5,5yr,1,-0.7528193315623941
3x,5,5yr,2,-0.6924333284667684
3x,5,5yr,3,-0.647228137277498
3x,5,5yr,4,-0.6081825299506596
3x,5,5yr,5,-0.5729123765399833
3x,5,5yr,6,-0.540729005260471
3x,5,5yr,7,-0.5101426742271435
3x,5,5yr,8,-0.48154825198389783
3x,5,5yr,9,-0.4544233341150391
3x,5,5yr,10,-0.427804368721589
3x,5,5yr,11,-0.40166215977280584
3x,5,5yr,12,-0.3761118286954809
3x,5,5yr,13,-0.35103305918442307
3x,5,5yr,14,-0.32610188325872624
3x,5,5yr,15,-0.3021643351001172
3x,5,5yr,16,-0.27787503414488324
3x,5,5yr,17,-0.25451748542257246
3x,5,5yr,18,-0.23102665356734442
3x,5,5yr,19,-0.2073632528633862
3x,5,5yr,20,-0.18422440757422065
3x,5,5yr,21,-0.16023943152918096
3x,5,5yr,22,-0.13702809934872417
3x,5,5yr,23,-0.11305156714601616
3x,5,5yr,24,-0.08921873374322764
3x,5,5yr,25,-0.0660370705904797
3x,5,5yr,26,-0.04229489376511675
3x,5,5yr,27,-0.018586378533678505
3x,5,5yr,28,0.005240856828486518
3x,5,5yr,29,0.029518117951666367
3x,5,5yr,30,0.053901415052214574
3x,5,5yr,31,0.07803317852140101
3x,5,5yr,32,0.10258252515885347
3x,5,5yr,33,0.127332432252117
3x,5,5yr,34,0.15258100210165204
3x,5,5yr,35,0.17769752364260083
3x,5,5yr,36,0.20338251176653865
3x,5,5yr,37,0.22970320550854684
3x,5,5yr,38,0.2558159962655402
3x,5,5yr,39,0.28248035097671
3x,5,5yr,40,0.3095315880902427
3x,5,5yr,41,0.33686388970168313
3x,5,5yr,42,0.364695761373409
3x,5,5yr,43,0.3934239932867507
3x,5,5yr,44,0.42218752075578236
3x,5,5yr,45,0.4512066905546699
3x,5,5yr,46,0.4809202410948408
3x,5,5yr,47,0.5113552719281778
3x,5,5yr,48,0.5422449413619483
3x,5,5yr,49,0.5735624847818743
3x,5,5yr,50,0.6053328954724333
3x,5,5yr,51,0.638072458693524
3x,5,5yr,52,0.67121725876088
3x,5,5yr,53,0.7055926589964494
3x,5,5yr,54,0.7406883421546955
3x,5,5yr,55,0.7765317813841068
3x,5,5yr,56,0.8129133294187323
3x,5,5yr,57,0.8504850657502938
3x,5,5yr,58,0.8890343986524483
3x,5,5yr,59,0.9284898008277309
3x,5,5yr,60,0.9686325514982805
3x,5,5yr,61,1.0105460174525245
3x,5,5yr,62,1.0538728321417814
3x,5,5yr,63,1.0972196989234249
3x,5,5yr,64,1.1422838603139414
3x,5,5yr,65,1.1894272135670176
3x,5,5yr,66,1.2379914216963597
3x,5,5yr,67,1.2875560961477115
3x,5,5yr,68,1.3400450191135658
3x,5,5yr,69,1.392999430523509
3x,5,5yr,70,1.4494924689665982
3x,5,5yr,71,1.5076430062619917
3x,5,5yr,72,1.567810807089442
3x,5,5yr,73,1.6302472509435941
3x,5,5yr,74,1.695712693955978
3x,5,5yr,75,1.7644623793248986
3x,5,5yr,76,1.836183193957568
3x,5,5yr,77,1.9119002564032437
3x,5,5yr,78,1.9906018746320968
3x,5,5yr,79,2.074808349329469
3x,5,5yr,80,2.164056180792082
3x,5,5yr,81,2.257716469649168
3x,5,5yr,82,2.359917020946563
3x,5,5yr,83,2.4659052591370725
3x,5,5yr,84,2.5811287016989444
3x,5,5yr,85,2.7019905535430015
3x,5,5yr,86,2.8371830858527236
3x,5,5yr,87,2.9813225346738617
3x,5,5yr,88,3.138701504957597
3x,5,5yr,89,3.313431514407875
3x,5,5yr,90,3.5122118790829493
3x,5,5yr,91,3.731709006459954
3x,5,5yr,92,3.983580027268488
3x,5,5yr,93,4.278673241211123
3x,5,5yr,94,4.621431175989317
3x,5,5yr,95,5.052500071490673
3x,5,5yr,96,5.600219111257561
3x,5,5yr,97,6.335319376167768
3x,5,5yr,98,7.444655548568489
3x,5,5yr,99,9.521777021882734
3x,5,5yr,100,117.47987841839729
3x,10,10yr,0,-0.9890805497255234
3x,10,10yr,1,-0.815902768043667
3x,10,10yr,2,-0.7487761532280088
3x,10,10yr,3,-0.6953800926453921
3x,10,10yr,4,-0.6475394118417982
3x,10,10yr,5,-0.6025888457161295
3x,10,10yr,6,-0.5602253237247034
3x,10,10yr,7,-0.5189921787778027
3x,10,10yr,8,-0.4795708254764116
3x,10,10yr,9,-0.439704226167135
3x,10,10yr,10,-0.39994875267034224
3x,10,10yr,11,-0.3608119242061214
3x,10,10yr,12,-0.3232341904624326
3x,10,10yr,13,-0.28531914160908156
3x,10,10yr,14,-0.24624086802243195
3x,10,10yr,15,-0.20768083218928202
3x,10,10yr,16,-0.1684537082423332
3x,10,10yr,17,-0.12923463532085966
3x,10,10yr,18,-0.08992669990806212
3x,10,10yr,19,-0.04965163984355403
3x,10,10yr,20,-0.00964593633705857
3x,10,10yr,21,0.030461772863683567
3x,10,10yr,22,0.07115685523432513
3x,10,10yr,23,0.11309867932256656
3x,10,10yr,24,0.15468230338704503
3x,10,10yr,25,0.1976706958368577
3x,10,10yr,26,0.24069656909492987
3x,10,10yr,27,0.2846405691347722
3x,10,10yr,28,0.32865072646043325
3x,10,10yr,29,0.3736823863255112
3x,10,10yr,30,0.41975348107449095
3x,10,10yr,31,0.4664352943817811
3x,10,10yr,32,0.5139199982920346
3x,10,10yr,33,0.5628451061038606
3x,10,10yr,34,0.6121961562192884
3x,10,10yr,35,0.6623029797812525
3x,10,10yr,36,0.7143297197109237
3x,10,10yr,37,0.7670826787168801
3x,10,10yr,38,0.8210377739638759
3x,10,10yr,39,0.8761680249321875
3x,10,10yr,40,0.9319240128515967
3x,10,10yr,41,0.989548540674382
3x,10,10yr,42,1.0496262873321687
3x,10,10yr,43,1.1097365212646833
3x,10,10yr,44,1.1713431820158875
3x,10,10yr,45,1.234658438726485
3x,10,10yr,46,1.3001449806208023
3x,10,10yr,47,1.3667454509961137
3x,10,10yr,48,1.4355831474415899
3x,10,10yr,49,1.5063314366908847
3x,10,10yr,50,1.5790072878296821
3x,10,10yr,51,1.6529815347943124
3x,10,10yr,52,1.7298202201924107
3x,10,10yr,53,1.8085911008080666
3x,10,10yr,54,1.8910868867576274
3x,10,10yr,55,1.9766569313210507
3x,10,10yr,56,2.0639831790092735
3x,10,10yr,57,2.1545892107033326
3x,10,10yr,58,2.2479238692304313
3x,10,10yr,59,2.343438321504595
3x,10,10yr,60,2.4420607911257437
3x,10,10yr,61,2.545912884298302
3x,10,10yr,62,2.653958685944602
3x,10,10yr,63,2.767893379879248
3x,10,10yr,64,2.883922530002761
3x,10,10yr,65,3.0033848098313687
3x,10,10yr,66,3.1291311945202693
3x,10,10yr,67,3.2602161316334284
3x,10,10yr,68,3.396989384517248
3x,10,10yr,69,3.541066126830117
3x,10,10yr,70,3.6922106924093194
3x,10,10yr,71,3.8479295242158003
3x,10,10yr,72,4.013885223684012
3x,10,10yr,73,4.189005808498958
3x,10,10yr,74,4.370372802608203
3x,10,10yr,75,4.563365938911445
3x,10,10yr,76,4.7696486054571015
3x,10,10yr,77,4.985792667746103
3x,10,10yr,78,5.216338783439875
3x,10,10yr,79,5.461233070783957
3x,10,10yr,80,5.725550075522735
3x,10,10yr,81,6.012736508001773
3x,10,10yr,82,6.3173780940159885
3x,10,10yr,83,6.651414769890648
3x,10,10yr,84,7.015005174841681
3x,10,10yr,85,7.412062581143255
3x,10,10yr,86,7.848402001582681
3x,10,10yr,87,8.319612025413454
3x,10,10yr,88,8.85232695962562
3x,10,10yr,89,9.439405955832544
3x,10,10yr,90,10.126673106814232
3x,10,10yr,91,10.895385603820698
3x,10,10yr,92,11.816410918162287
3x,10,10yr,93,12.920805671884883
3x,10,10yr,94,14.217530706505455
3x,10,10yr,95,15.870636885317957
3x,10,10yr,96,18.041364606734106
3x,10,10yr,97,21.08719594495566
3x,10,10yr,98,25.904801468530383
3x,10,10yr,99,35.5782992117124
3x,10,10yr,100,631.1903239492799
3x,15,15yr,0,-0.995459457491998
3x,15,15yr,1,-0.8362400117401013
3x,15,15yr,2,-0.7609557598393693
3x,15,15yr,3,-0.6958991485586211
3x,15,15yr,4,-0.6362309044160837
3x,15,15yr,5,-0.5796216454310605
3x,15,15yr,6,-0.5241452179974635
3x,15,15yr,7,-0.4685588203021841
3x,15,15yr,8,-0.4126068502118907
3x,15,15yr,9,-0.35745729987950725
3x,15,15yr,10,-0.30328716471665107
3x,15,15yr,11,-0.2479494898143576
3x,15,15yr,12,-0.19250990679191515
3x,15,15yr,13,-0.1358497755719298
3x,15,15yr,14,-0.07931600788943594
3x,15,15yr,15,-0.021450912797349897
3x,15,15yr,16,0.03694627332066225
3x,15,15yr,17,0.09715395044984332
3x,15,15yr,18,0.15835550901682316
3x,15,15yr,19,0.21912297823652138
3x,15,15yr,20,0.28200282084732287
3x,15,15yr,21,0.3458904548622377
3x,15,15yr,22,0.41054744049290215
3x,15,15yr,23,0.4779322687101686
3x,15,15yr,24,0.5457945858791546
3x,15,15yr,25,0.6156886076123036
3x,15,15yr,26,0.6886018096520905
3x,15,15yr,27,0.7621643755615275
3x,15,15yr,28,0.8369419023903166
3x,15,15yr,29,0.9120832377356136
3x,15,15yr,30,0.9926024112554024
3x,15,15yr,31,1.0733090489821104
3x,15,15yr,32,1.1571362424037774
3x,15,15yr,33,1.2421227638248222
3x,15,15yr,34,1.328762654041975
3x,15,15yr,35,1.4194169127024079
3x,15,15yr,36,1.5119921171686226
3x,15,15yr,37,1.6069442099659486
3x,15,15yr,38,1.704386332177478
3x,15,15yr,39,1.807440108856197
3x,15,15yr,40,1.9119317313723827
3x,15,15yr,41,2.0184295124583627
3x,15,15yr,42,2.128949226025048
3x,15,15yr,43,2.2425067532780534
3x,15,15yr,44,2.35959411387608
3x,15,15yr,45,2.4808149704989972
3x,15,15yr,46,2.6059416133786772
3x,15,15yr,47,2.7356288263139965
3x,15,15yr,48,2.8671449606988593
3x,15,15yr,49,3.0060271086260055
3x,15,15yr,50,3.1489574030796934
3x,15,15yr,51,3.296623998710708
3x,15,15yr,52,3.4513010816785314
3x,15,15yr,53,3.6121283913108755
3x,15,15yr,54,3.777385983503173
3x,15,15yr,55,3.949611440357664
3x,15,15yr,56,4.129779989173295
3x,15,15yr,57,4.314122698447182
3x,15,15yr,58,4.505124915005113
3x,15,15yr,59,4.703223280676299
3x,15,15yr,60,4.912991876612557
3x,15,15yr,61,5.132562881673222
3x,15,15yr,62,5.363242120529614
3x,15,15yr,63,5.600435783958417
3x,15,15yr,64,5.847067010438037
3x,15,15yr,65,6.108854625488745
3x,15,15yr,66,6.3811304231441115
3x,15,15yr,67,6.665380317025019
3x,15,15yr,68,6.970747767594816
3x,15,15yr,69,7.284432731562015
3x,15,15yr,70,7.620117567785918
3x,15,15yr,71,7.979035429958836
3x,15,15yr,72,8.352410324379779
3x,15,15yr,73,8.753821597277868
3x,15,15yr,74,9.183736664015402
3x,15,15yr,75,9.627287517475763
3x,15,15yr,76,10.100737970513904
3x,15,15yr,77,10.614318792838448
3x,15,15yr,78,11.165705102173519
3x,15,15yr,79,11.75366712962814
3x,15,15yr,80,12.410292896904835
3x,15,15yr,81,13.099951556204227
3x,15,15yr,82,13.862979551971234
3x,15,15yr,83,14.688260979311902
3x,15,15yr,84,15.57394735911624
3x,15,15yr,85,16.585330394355783
3x,15,15yr,86,17.701022670653554
3x,15,15yr,87,18.92404743727945
3x,15,15yr,88,20.330752930452743
3x,15,15yr,89,21.946482476148987
3x,15,15yr,90,23.78731530845846
3x,15,15yr,91,25.910784043800835
3x,15,15yr,92,28.42226347639218
3x,15,15yr,93,31.472434730694538
3x,15,15yr,94,35.255908513549116
3x,15,15yr,95,39.99879076227851
3x,15,15yr,96,46.524852325588185
3x,15,15yr,97,55.7830785025718
3x,15,15yr,98,71.18855811648227
3x,15,15yr,99,104.38230541797886
3x,15,15yr,100,2067.4965968586644
3x,20,20yr,0,-0.9990318421039952
3x,20,20yr,1,-0.8405521764108614
3x,20,20yr,2,-0.7536375995819465
3x,20,20yr,3,-0.674495654488408
3x,20,20yr,4,-0.5997278240174004
3x,20,20yr,5,-0.5257087116885178
3x,20,20yr,6,-0.45085313537694294
3x,20,20yr,7,-0.37752533837122926
3x,20,20yr,8,-0.30292523369137203
3x,20,20yr,9,-0.2267088282934291
3x,20,20yr,10,-0.1493125399984212
3x,20,20yr,11,-0.07013777704112223
3x,20,20yr,12,0.009718047884859526
3x,20,20yr,13,0.08932270125318609
3x,20,20yr,14,0.17267653921411052
3x,20,20yr,15,0.2587117345884593
3x,20,20yr,16,0.347159781510854
3x,20,20yr,17,0.43654582166356537
3x,20,20yr,18,0.5285061956851058
3x,20,20yr,19,0.6216578925550849
3x,20,20yr,20,0.7192714634521642
3x,20,20yr,21,0.8184840677736147
3x,20,20yr,22,0.9215498065450167
3x,20,20yr,23,1.0270068503881666
3x,20,20yr,24,1.1372556542615717
3x,20,20yr,25,1.2513904617453635
3x,20,20yr,26,1.3665013671754167
3x,20,20yr,27,1.488960622092233
3x,20,20yr,28,1.6114476256334163
3x,20,20yr,29,1.7393315333076145
3x,20,20yr,30,1.8696244615320485
3x,20,20yr,31,2.0061000050847113
3x,20,20yr,32,2.1475134532002698
3x,20,20yr,33,2.2901244124378275
3x,20,20yr,34,2.4406055022964304
3x,20,20yr,35,2.59388013103546
3x,20,20yr,36,2.7556858013857757
3x,20,20yr,37,2.9202202736265224
3x,20,20yr,38,3.0884688130525566
3x,20,20yr,39,3.262160250513192
3x,20,20yr,40,3.4449382806809803
3x,20,20yr,41,3.630353072793768
3x,20,20yr,42,3.8273767937345458
3x,20,20yr,43,4.028741068144164
3x,20,20yr,44,4.235665336144318
3x,20,20yr,45,4.450978409098691
3x,20,20yr,46,4.674693076531841
3x,20,20yr,47,4.909753941667931
3x,20,20yr,48,5.1544854794992885
3x,20,20yr,49,5.4061345060577395
3x,20,20yr,50,5.669504357340024
3x,20,20yr,51,5.943143810107703
3x,20,20yr,52,6.232228564139944
3x,20,20yr,53,6.527613015868012
3x,20,20yr,54,6.838768456424068
3x,20,20yr,55,7.162526122486094
3x,20,20yr,56,7.4972292397882345
3x,20,20yr,57,7.850053606570855
3x,20,20yr,58,8.221067881429155
3x,20,20yr,59,8.601306002066966
3x,20,20yr,60,9.010526434345891
3x,20,20yr,61,9.437555184589334
3x,20,20yr,62,9.882338198196514
3x,20,20yr,63,10.359775307846016
3x,20,20yr,64,10.856876430199991
3x,20,20yr,65,11.381301928517837
3x,20,20yr,66,11.932492045695199
3x,20,20yr,67,12.51719619535057
3x,20,20yr,68,13.142772134666528
3x,20,20yr,69,13.793215335888295
3x,20,20yr,70,14.496402335038587
3x,20,20yr,71,15.231976988323904
3x,20,20yr,72,16.006602297365614
3x,20,20yr,73,16.841248097111432
3x,20,20yr,74,17.718796910354587
3x,20,20yr,75,18.686633026859298
3x,20,20yr,76,19.714360176352024
3x,20,20yr,77,20.83416776594823
3x,20,20yr,78,22.046748560006954
3x,20,20yr,79,23.34182813391315
3x,20,20yr,80,24.76055308582445
3x,20,20yr,81,26.303659290420246
3x,20,20yr,82,28.039459131824334
3x,20,20yr,83,29.932425065204892
3x,20,20yr,84,31.981810216410388
3x,20,20yr,85,34.29572320046694
3x,20,20yr,86,36.87401452022335
3x,20,20yr,87,39.77450215492626
3x,20,20yr,88,43.08400710469482
3x,20,20yr,89,46.91247832093823
3x,20,20yr,90,51.307462277340306
3x,20,20yr,91,56.551869987154575
3x,20,20yr,92,62.879636210059026
3x,20,20yr,93,70.40910002200042
3x,20,20yr,94,80.16789843298274
3x,20,20yr,95,92.74417078367858
3x,20,20yr,96,110.26878778847396
3x,20,20yr,97,136.09083082940472
3x,20,20yr,98,179.82750497224367
3x,20,20yr,99,277.7430657794938
3x,20,20yr,100,12148.93111934982
3x,30,30yr,0,-0.9979157184348119
3x,30,30yr,1,-0.8256821254473473
3x,30,30yr,2,-0.7007907721192748
3x,30,30yr,3,-0.5810477765140327
3x,30,30yr,4,-0.4588140780406206
3x,30,30yr,5,-0.33144282711171913
3x,30,30yr,6,-0.19812919165152088
3x,30,30yr,7,-0.0594395324679563
3x,30,30yr,8,0.0826954792628718
3x,30,30yr,9,0.23091584150002364
3x,30,30yr,10,0.38290764135803856
3x,30,30yr,11,0.5416555567958945
3x,30,30yr,12,0.7070219240722251
3x,30,30yr,13,0.8790970628637624
3x,30,30yr,14,1.0564562136305127
3x,30,30yr,15,1.2374830507709502
3x,30,30yr,16,1.4319174977799092
3x,30,30yr,17,1.632467073513066
3x,30,30yr,18,1.845137805324311
3x,30,30yr,19,2.0632102227491234
3x,30,30yr,20,2.290545815633056
3x,30,30yr,21,2.525726309512068
3x,30,30yr,22,2.772806936017968
3x,30,30yr,23,3.0273651546882876
3x,30,30yr,24,3.289805451996335
3x,30,30yr,25,3.5669357327873765
3x,30,30yr,26,3.852441686421545
3x,30,30yr,27,4.152970089725736
3x,30,30yr,28,4.463410025357632
3x,30,30yr,29,4.78947980310229
3x,30,30yr,30,5.13849221059089
3x,30,30yr,31,5.499337333683672
3x,30,30yr,32,5.870160695530334
3x,30,30yr,33,6.264824950056247
3x,30,30yr,34,6.678643195231995
3x,30,30yr,35,7.102913961001267
3x,30,30yr,36,7.546510678252016
3x,30,30yr,37,8.007896194326658
3x,30,30yr,38,8.494461259320461
3x,30,30yr,39,8.99809245786495
3x,30,30yr,40,9.522375005271345
3x,30,30yr,41,10.073026127340972
3x,30,30yr,42,10.645809703098905
3x,30,30yr,43,11.245426307176837
3x,30,30yr,44,11.863524219490856
3x,30,30yr,45,12.522079749853823
3x,30,30yr,46,13.20733526329412
3x,30,30yr,47,13.927711224379456
3x,30,30yr,48,14.690385846362494
3x,30,30yr,49,15.482176489661224
3x,30,30yr,50,16.306065418707526
3x,30,30yr,51,17.174929209464874
3x,30,30yr,52,18.100122564804945
3x,30,30yr,53,19.041523668072077
3x,30,30yr,54,20.05692881358042
3x,30,30yr,55,21.12192448004901
3x,30,30yr,56,22.23509162755095
3x,30,30yr,57,23.416187637461928
3x,30,30yr,58,24.67469080623822
3x,30,30yr,59,25.98794089368701
3x,30,30yr,60,27.390457471869336
3x,30,30yr,61,28.886820816194835
3x,30,30yr,62,30.463077303805
3x,30,30yr,63,32.13179800793525
3x,30,30yr,64,33.90456541052274
3x,30,30yr,65,35.776456563868294
3x,30,30yr,66,37.77901064664773
3x,30,30yr,67,39.937605285690246
3x,30,30yr,68,42.256795699820785
3x,30,30yr,69,44.72641370915696
3x,30,30yr,70,47.30758112811367
3x,30,30yr,71,50.07901860598584
3x,30,30yr,72,53.129759312741356
3x,30,30yr,73,56.42778769128975
3x,30,30yr,74,59.94549476632993
3x,30,30yr,75,63.754637401136335
3x,30,30yr,76,67.91899615226889
3x,30,30yr,77,72.42138928714755
3x,30,30yr,78,77.41545074783403
3x,30,30yr,79,82.78949511527738
3x,30,30yr,80,88.74042868628923
3x,30,30yr,81,95.41945644442048
3x,30,30yr,82,102.92547366843226
3x,30,30yr,83,111.18013618108489
3x,30,30yr,84,120.48994664636453
3x,30,30yr,85,130.80942905692604
3x,30,30yr,86,142.80189727764048
3x,30,30yr,87,156.4264053332485
3x,30,30yr,88,172.09142831134506
3x,30,30yr,89,190.89884845299926
3x,30,30yr,90,212.8964764585775
3x,30,30yr,91,239.35192180712286
3x,30,30yr,92,271.76286496603075
3x,30,30yr,93,312.74575883964667
